ONTENT_TYPE,POST_ID,URL,category,post_title,session,page_view,click_app_store,article_ctr,imp,click,search_ctr,sum_position,avg_position,sales,pv_unit_sales,app_link_click,cv,cvr,growth_rate
column,21044,https://good-apps.jp/media/column/21044,"ツール, 広告ブロック",【[Y]】広告ブロックアプリおすすめは？人気アプリを目的別に解説,929.80,"1,133.40",532.20,46.96%,"27,910.33",590.00,2.11%,"241,460.33",9.84,,0.00,485.2,0,0.00%,
column,6760,https://good-apps.jp/media/column/6760,"ポイ活, ファイナンス・マネー",【安心安全】お小遣い稼ぎにも！[Y]年版おすすめポイ活アプリ,693.60,774.80,139.80,18.04%,"26,204.33",443.33,1.69%,"224,308.67",9.85,"9,174.80",11.84,362,30.2,21.60%,
column,774,https://good-apps.jp/media/column/774,"ツール, スマホ活用, テーマ別, その他",【[Y]年最新】入れなきゃ損！とにかく便利な「神スマホアプリ」【決定版】,560.40,609.60,51.40,8.43%,"20,948.33",431.67,2.06%,"136,795.67",7.36,"4,871.20",7.99,102,9.8,19.07%,
column,7434,https://good-apps.jp/media/column/7434,"カメラ, 写真・動画",[Y]｜無音カメラアプリおすすめランキング11選｜無料｜高画質,439.00,486.80,160.00,32.87%,"13,551.33",367.33,2.71%,"44,750.00",4.29,"1,078.00",2.21,119,8.8,5.50%,
column,6234,https://good-apps.jp/media/column/6234,"位置情報・GPS, 地図・ナビゲーション",【[Y]】GPS・位置情報の共有おすすめアプリ！子ども用・夫婦用,439.00,477.60,77.80,16.29%,"20,200.33",292.00,1.45%,"145,186.00",8.12,262.50,0.55,97,0.6,0.77%,
column,9793,https://good-apps.jp/media/column/9793,"音楽, エンターテインメント, 楽器",【[Y]最新】ピアノアプリおすすめ12選｜完全無料で弾ける,279.60,298.20,89.00,29.85%,"19,221.33",232.33,1.21%,"73,498.33",4.84,,0.00,8.4,0,0.00%,
column,7758,https://good-apps.jp/media/column/7758,"ウォーキング, ヘルスケア",無料で楽しく歩ける！ウォーキングアプリおすすめ10選,260.20,296.00,47.60,16.08%,"4,849.33",190.33,3.92%,"27,472.00",7.12,750.20,2.53,48.8,3.4,7.14%,
column,9854,https://good-apps.jp/media/column/9854,"チャット, 通信・SNS",【[Y]】おすすめ無料チャットアプリ一覧｜登録不要で友達作り,184.20,216.80,59.40,27.40%,"14,379.67",164.00,1.14%,"83,816.33",6.83,"1,432.00",6.61,71.6,5.6,9.43%,
column,10267,https://good-apps.jp/media/column/10267,"カメラ, 写真・動画",人気のQRコード読み取りアプリおすすめ5選！広告なしでも無料&amp;安全,183.40,215.00,111.00,51.63%,"11,072.33",119.00,1.07%,"62,187.33",6.62,,0.00,131,0,0.00%,
column,7099,https://good-apps.jp/media/column/7099,"ランニング, ヘルスケア",【[Y]年最新】ランニングアプリおすすめ10選｜無料,196.20,213.40,29.40,13.78%,"6,425.67",144.00,2.24%,"27,813.33",5.32,288.00,1.35,24.6,0.8,2.72%,
column,7121,https://good-apps.jp/media/column/7121,"資産管理, ファイナンス・マネー",【[Y]年最新】資産管理アプリおすすめ一覧,198.40,208.60,29.60,14.19%,"3,809.00",170.67,4.48%,"22,381.00",6.88,"4,480.00",21.48,49.4,5.6,18.92%,
column,8648,https://good-apps.jp/media/column/8648,"エンターテインメント, 公営ギャンブル",【[Y]年最新】競馬アプリおすすめランキング10選,186.40,204.60,37.80,18.48%,"17,830.33",183.00,1.03%,"105,607.67",6.85,"6,307.00",30.83,46.8,4.2,11.11%,
column,18780,https://good-apps.jp/media/column/18780,"フリマ・オークション, ショッピング・オークション",メルカリで売れるものランキング！一瞬で売れるもの・意外な品も解説,191.00,192.20,0.80,0.42%,"3,655.00",103.67,2.84%,"17,422.33",5.77,,0.00,1.333333333,0,0.00%,
column,20161,https://good-apps.jp/media/column/20161,"パチンコ, エンターテインメント",【[Y]年】パチンコ・パチスロアプリおすすめ6選！無料で遊べる,154.00,169.80,52.60,30.98%,"6,105.00",125.33,2.05%,"32,340.00",6.30,384.00,2.26,80.4,3.2,6.08%,
column,6553,https://good-apps.jp/media/column/6553,"ゲーム, カードゲーム, ポーカー, エンターテインメント",おすすめポーカーアプリランキング！無料で遊べるスマホゲーム,151.60,168.40,57.60,34.20%,"5,112.00",53.00,1.04%,"42,816.00",9.41,535.20,3.18,88.8,1.6,2.78%,
column,8785,https://good-apps.jp/media/column/8785,"勉強, 勉強サポート",【[Y]】中学生おすすめ勉強アプリ10選！無料｜5教科・全教科,151.40,164.40,61.20,37.23%,"7,330.00",116.00,1.58%,"40,998.00",6.63,347.20,2.11,15.6,2.8,4.58%,
column,7362,https://good-apps.jp/media/column/7362,"物件, ライフスタイル",【[Y]年】賃貸物件・部屋探しアプリおすすめランキング11選,155.80,162.60,43.60,26.81%,"4,117.67",116.33,2.83%,"29,238.67",8.01,"6,060.00",37.27,59.8,14.4,33.03%,
column,6766,https://good-apps.jp/media/column/6766,"スケジュール・カレンダー, ライフスタイル",無料カレンダーアプリおすすめ徹底比較！[Y]年スケジュール管理に！,145.40,160.80,40.00,24.88%,"12,931.67",89.33,0.69%,"94,010.33",8.28,127.00,0.79,69.2,0.4,1.00%,
column,20,https://good-apps.jp/media/column/20,"チャット, 通信・SNS, その他, アプリ解説",韓国アイドルとチャットができるアプリ「bubble」使い方&amp;支払い方法,147.40,151.40,11.60,7.66%,"5,674.67",94.33,1.66%,"26,394.67",5.65,,0.00,4.5,0,0.00%,
column,7831,https://good-apps.jp/media/column/7831,"ツール, 録音, ビジネス・仕事, 会議・セミナー",【[Y]】無料 録音アプリおすすめランキング | ボイスレコーダー,135.80,147.40,55.20,37.45%,"11,793.00",100.67,0.85%,"76,611.33",7.49,,0.00,5.4,0,0.00%,
column,4409,https://good-apps.jp/media/column/4409,"家計簿, ライフスタイル",【[Y]年】家計簿アプリのおすすめ一覧！安全＆初心者向け,123.60,146.80,30.60,20.84%,"12,245.33",82.33,0.67%,"105,754.67",9.63,"2,666.67",18.17,43.2,2,6.54%,
column,11952,https://good-apps.jp/media/column/11952,"ツール, 計測ツール",[Y]｜スピードメーター/速度計アプリおすすめランキング13選,131.40,143.00,43.80,30.63%,"6,921.67",97.00,1.40%,"27,370.67",4.98,,0.00,,,0.00%,
column,10255,https://good-apps.jp/media/column/10255,"ビジネス・仕事, 書類管理",【[Y]年最新】無料PDFアプリおすすめ12選｜閲覧＆編集,128.80,140.80,34.40,24.43%,"7,112.67",93.67,1.32%,"48,836.67",7.86,,0.00,6.5,0,0.00%,
column,16867,https://good-apps.jp/media/column/16867,"ポイ活, ファイナンス・マネー",【徹底比較】ポイ活は危険？注意点＆安全なポイ活アプリを解説！,121.60,139.20,10.00,7.18%,"5,442.67",96.00,1.76%,"22,980.67",5.23,637.50,4.58,20.4,1.6,16.00%,
column,13712,https://good-apps.jp/media/column/13712,"カメラ, 写真・動画",【[Y]年】スキャンアプリおすすめランキング5選【無料・比較】,129.60,137.00,36.60,26.72%,"5,917.67",87.33,1.48%,"36,152.33",7.11,,0.00,61,0,0.00%,
column,22828,https://good-apps.jp/media/column/22828,"音楽, エンターテインメント",【[Y]】音楽プレーヤーアプリおすすめ人気ランキング5選,127.20,135.40,21.20,15.66%,"3,924.67",88.67,2.26%,"25,875.00",7.59,,0.00,27.8,0,0.00%,
column,18239,https://good-apps.jp/media/column/18239,"動画保存, 写真・動画",【[Y]】YouTubeは可能？動画無料ダウンロードアプリおすすめ5選,123.60,134.20,39.60,29.51%,"7,238.00",86.00,1.19%,"56,727.33",8.84,,0.00,50.4,0,0.00%,
column,7753,https://good-apps.jp/media/column/7753,"アルバム, 写真・動画",【[Y]年最新】アルバム・写真保存アプリおすすめランキング10選,124.40,133.60,16.00,11.98%,"6,030.33",76.33,1.27%,"38,923.00",7.44,,0.00,8.6,0,0.00%,
column,18061,https://good-apps.jp/media/column/18061,"音楽, エンターテインメント, 楽器",【初心者にも！】無料の作曲アプリおすすめ5選 | スマホで音楽を作ろう,120.20,132.80,40.60,30.57%,"11,469.33",104.00,0.91%,"60,594.00",6.27,,0.00,32.6,0,0.00%,
column,8273,https://good-apps.jp/media/column/8273,"ポイ活, ファイナンス・マネー",【レシートポイ活は本当に危険？】[Y]年最新レシートアプリおすすめ9選,112.80,132.40,17.20,12.99%,"6,382.33",71.67,1.12%,"38,812.67",7.09,416.67,3.15,47,0.8,4.65%,
column,14342,https://good-apps.jp/media/column/14342,"ツール, 電卓",【無料】シンプルな電卓アプリおすすめランキング10選 | 広告なしも,113.40,131.60,78.00,59.27%,"13,167.00",94.00,0.71%,"61,809.00",5.68,,0.00,78.2,0,0.00%,
column,9364,https://good-apps.jp/media/column/9364,"ビジネス・仕事, 経理",【[Y]】個人事業主向け！確定申告アプリおすすめランキング,123.20,128.20,32.60,25.43%,"5,251.00",62.67,1.19%,"39,524.67",8.53,,0.00,20.6,0,0.00%,
column,7341,https://good-apps.jp/media/column/7341,"ウォーキング, 健康管理, ヘルスケア",【[Y]年最新】歩数計アプリおすすめ12選｜万歩計,108.40,123.00,21.20,17.24%,"8,782.00",68.67,0.78%,"65,396.00",8.46,299.67,2.44,35.6,0.8,3.77%,
column,22368,https://good-apps.jp/media/column/22368,"未分類, 電子マネー・決済, ファイナンス・マネー",【[Y]年最新】割り勘アプリおすすめランキング4選【幹事必見】,116.00,122.20,20.40,16.69%,"2,252.00",109.00,4.84%,"7,068.33",4.18,,0.00,28.4,0,0.00%,
column,321,https://good-apps.jp/media/column/321,"ゲーム, ツール, 広告ブロック, RPG, アドベンチャーゲーム, パズルゲーム, パーティーゲーム",【[Y]年最新】広告なしでスマホアプリを楽しもう！おすすめ一覧,105.80,119.00,11.20,9.41%,"8,691.67",92.67,1.07%,"52,739.33",7.08,,0.00,16.2,0,0.00%,
column,10182,https://good-apps.jp/media/column/10182,"エンターテインメント, 動画配信サービス",【無料】テレビ視聴アプリおすすめ6選！リアルタイム視聴はできる？見逃し配信も！,110.00,118.40,12.40,10.47%,"11,833.00",81.33,0.69%,"65,716.67",6.54,,0.00,10.8,0,0.00%,
column,10699,https://good-apps.jp/media/column/10699,"ツール, 計測ツール",【[Y]年最新】温度計・湿度計アプリおすすめ12選｜無料＆人気,109.00,117.40,42.40,36.12%,"9,171.67",81.67,0.89%,"36,853.33",5.03,,0.00,,,0.00%,
column,7125,https://good-apps.jp/media/column/7125,"健康管理, ヘルスケア",【[Y]年最新】おすすめお薬手帳アプリランキング,106.80,117.20,21.60,18.43%,"2,278.67",86.67,3.80%,"12,677.00",6.63,196.00,1.67,23.6,0.4,1.85%,
column,10399,https://good-apps.jp/media/column/10399,"ダイエット, 健康管理, ヘルスケア",【[Y]年最新】食事管理アプリおすすめランキング10選,110.60,116.40,21.40,18.38%,"4,471.33",78.33,1.75%,"23,659.00",6.29,,0.00,17,0,0.00%,
column,9374,https://good-apps.jp/media/column/9374,"ゲーム, パズルゲーム",数独（ナンプレ）おすすめ無料アプリ10選｜広告なし｜ゲーム｜初級,95.40,112.80,21.40,18.97%,"4,996.00",79.00,1.58%,"34,227.33",7.88,,0.00,16,0,0.00%,
column,11948,https://good-apps.jp/media/column/11948,"写真編集／加工, 写真・動画",無料｜スライドショーアプリおすすめ11選｜枚数制限なし・好きな曲,98.20,103.80,20.80,20.04%,"7,924.33",58.33,0.74%,"54,355.33",7.85,,0.00,9.75,0,0.00%,
column,8784,https://good-apps.jp/media/column/8784,"ゲーム, ボードゲーム",一人でも楽しめる！無料将棋アプリ12選【[Y]年最新】,90.80,102.20,39.20,38.36%,"6,772.00",76.67,1.13%,"46,709.00",7.89,350.00,3.42,11.6,2.8,7.14%,
column,12006,https://good-apps.jp/media/column/12006,"ゲーム, パーティーゲーム",【無料】ビンゴアプリおすすめランキング11選！飲み会の盛り上げに,97.40,102.20,26.80,26.22%,"3,679.67",70.33,1.91%,"14,383.33",4.96,,0.00,7.6,0,0.00%,
column,23431,https://good-apps.jp/media/column/23431,"スケジュール・カレンダー, ライフスタイル",【[Y]】一日の時間管理に！タイムスケジュールアプリおすすめ7選,97.00,101.20,21.20,20.95%,"4,577.00",67.67,1.48%,"30,913.00",7.76,254.00,2.51,35,1.6,7.55%,
column,8660,https://good-apps.jp/media/column/8660,"アウトドア, レンタカー, 駐車場, ライフスタイル, 交通・移動",【[Y]年最新】駐車場アプリおすすめランキング10選,95.60,100.40,33.00,32.87%,"3,196.67",75.33,2.36%,"14,393.67",5.54,448.00,4.46,24.8,2.8,8.48%,
column,23566,https://good-apps.jp/media/column/23566,"写真編集／加工, 写真・動画",【[Y]】写真を動かすアプリおすすめ人気ランキング5選,91.20,100.00,37.60,37.60%,"2,422.67",59.33,2.45%,"11,738.67",5.86,,0.00,44.2,0,0.00%,
column,9947,https://good-apps.jp/media/column/9947,"ゲーム, ボードゲーム, パーティーゲーム",【[Y]年最新】人生ゲームアプリおすすめランキング10選,93.40,98.20,16.00,16.29%,"1,779.33",81.33,4.57%,"10,292.00",6.79,"1,600.00",16.29,3.8,0.8,5.00%,
column,19739,https://good-apps.jp/media/column/19739,"写真編集／加工, カメラ, 写真・動画",【[Y]】無料で使える綺麗に撮れるカメラアプリおすすめ人気ランキング5選,86.80,97.40,29.40,30.18%,"15,189.00",58.67,0.39%,"105,756.67",7.97,476.00,4.89,39.8,4.4,14.97%,
column,14383,https://good-apps.jp/media/column/14383,"ゲーム, 脳トレ",【[Y]年最新】脳トレアプリおすすめランキング10選,87.60,97.40,31.80,32.65%,"5,731.33",63.00,1.10%,"39,062.67",7.82,900.00,9.24,66.4,0.6,1.89%,
column,9724,https://good-apps.jp/media/column/9724,"ツール, 目覚まし・アラーム, ライフスタイル, 時計・タイマー",【無料】人気のおすすめ時計アプリ10選！大きい＆見やすい,86.60,97.20,17.20,17.70%,"7,716.67",62.00,0.80%,"45,823.67",6.95,,0.00,2.6,0,0.00%,
column,12951,https://good-apps.jp/media/column/12951,"ゲーム, 育成ゲーム",【[Y]】面白い農場ゲームアプリ5選｜無料｜のんびり楽しもう,89.40,96.80,21.20,21.90%,"4,488.33",70.00,1.56%,"23,946.00",6.34,,0.00,30.8,0,0.00%,
column,6409,https://good-apps.jp/media/column/6409,"通話, 通信・SNS, ビジネス・仕事, 会議・セミナー",[Y]年｜無料通話アプリおすすめランキング11選｜用途別に紹介,88.40,94.00,10.20,10.85%,"5,775.67",53.67,0.93%,"40,960.33",8.09,,0.00,13,0,0.00%,
column,8243,https://good-apps.jp/media/column/8243,"通話, 通信・SNS, ビジネス・仕事, 書類管理",【[Y]年】電話帳（アドレス帳）アプリおすすめランキング10選,80.40,91.00,35.20,38.68%,"3,653.67",59.67,1.63%,"19,517.00",6.34,,0.00,14,0,0.00%,
column,19377,https://good-apps.jp/media/column/19377,"スケジュール・カレンダー, ライフスタイル",【[Y]】iphoneカレンダーアプリおすすめ人気ランキング6選,84.20,90.80,24.20,26.65%,"2,058.00",57.00,2.77%,"13,451.00",7.53,127.00,1.40,32.8,0.6,2.48%,
column,8905,https://good-apps.jp/media/column/8905,"エンターテインメント, 漫画・読書",【[Y]年最新】朗読アプリおすすめランキング10選,83.20,86.40,27.80,32.18%,"3,869.00",51.33,1.33%,"21,900.33",6.66,"3,220.00",37.27,37.4,4.6,16.55%,
column,20155,https://good-apps.jp/media/column/20155,"エンターテインメント, 漫画・読書",【[Y]年】携帯で小説が読めるアプリおすすめ13選｜無料&amp;人気,80.00,86.40,18.60,21.53%,"4,242.00",61.67,1.45%,"22,848.33",6.39,700.00,8.10,40.8,0.2,1.08%,
column,10574,https://good-apps.jp/media/column/10574,"音楽, エンターテインメント, 楽器",【無料】メトロノームアプリおすすめランキング10選,77.00,86.20,22.40,25.99%,"7,904.67",58.33,0.74%,"40,558.33",6.11,,0.00,3.6,0,0.00%,
column,9959,https://good-apps.jp/media/column/9959,"フリマ・オークション, ショッピング, ショッピング・オークション",【[Y]年最新】ファッションアプリおすすめランキング10選,83.20,86.20,8.00,9.28%,"2,625.33",70.00,2.67%,"14,507.00",6.54,406.00,4.71,6.6,0.6,7.50%,
column,6423,https://good-apps.jp/media/column/6423,"カラオケ, エンターテインメント",無料カラオケアプリおすすめランキング11選｜曲数と機能を徹底比較,78.80,84.80,26.80,31.60%,"6,643.33",48.67,0.73%,"42,265.33",7.35,,0.00,18.8,0,0.00%,
column,219,https://good-apps.jp/media/column/219,"ツール, スマホ活用",ホーム画面のアプリをスッキリまとめる方法を解説,77.40,80.60,0.00,0.00%,"2,822.00",48.67,1.72%,"14,940.67",6.32,,0.00,,,0.00%,
column,7241,https://good-apps.jp/media/column/7241,"英語学習, 勉強, 勉強サポート",【徹底比較】無料の単語帳アプリおすすめ一覧,71.80,78.80,16.00,20.30%,"4,629.00",66.00,1.43%,"26,045.67",6.65,,0.00,35.2,0,0.00%,
column,8691,https://good-apps.jp/media/column/8691,"ツール, メモ帳・ノート, ビジネス・仕事, タスク管理",無料付箋アプリおすすめ15選！ホーム画面にウィジェット表示｜人気,72.20,76.00,21.00,27.63%,"3,013.00",50.67,1.68%,"18,599.33",7.16,,0.00,,,0.00%,
column,2809,https://good-apps.jp/media/column/2809,"ニュース, ニュース・天気",【[Y]】経済ニュースアプリおすすめランキング！ビジネスマン必見,66.80,75.20,16.80,22.34%,"2,261.67",49.67,2.20%,"12,207.67",6.39,"1,036.00",13.78,11,4.4,26.19%,
column,7324,https://good-apps.jp/media/column/7324,"ビジネス・仕事, 会議・セミナー, 書類管理",【[Y]年最新】文字起こしアプリおすすめランキング11選￤無料,68.00,73.80,10.60,14.36%,"3,886.00",37.33,0.96%,"42,882.33",12.10,,0.00,2.75,0,0.00%,
column,10145,https://good-apps.jp/media/column/10145,"ラジオ, エンターテインメント",【無料】ポッドキャストアプリおすすめ20選｜Podcast,65.20,70.40,8.80,12.50%,"2,598.67",50.00,1.92%,"11,904.67",5.59,,0.00,10,0,0.00%,
column,19041,https://good-apps.jp/media/column/19041,"翻訳, 勉強",【[Y]】無料翻訳アプリおすすめ人気ランキング5選,68.00,69.80,18.60,26.65%,"6,902.00",23.00,0.33%,"51,297.00",8.43,,0.00,31.2,0,0.00%,
column,18143,https://good-apps.jp/media/column/18143,"勉強, 勉強サポート",手書きやカメラで！漢字検索アプリおすすめランキング5選【[Y]】,60.80,65.60,16.00,24.39%,"8,749.33",41.33,0.47%,"45,724.67",6.22,,0.00,27.8,0,0.00%,
column,253,https://good-apps.jp/media/column/253,"ツール, スマホ活用",Android端末でのデフォルトアプリ設定【常時or1回だけ】設定方法と解除方法,58.60,65.40,0.00,0.00%,"2,651.00",41.00,1.55%,"16,306.67",7.15,,0.00,,,0.00%,
column,18610,https://good-apps.jp/media/column/18610,"位置情報・GPS, 地図・ナビゲーション",散歩やドライブ、登山に！無料おすすめGPSロガーアプリ7選,59.40,62.80,19.00,30.25%,"2,134.67",40.67,1.91%,"11,785.67",6.51,,0.00,30.8,0,0.00%,
column,8239,https://good-apps.jp/media/column/8239,"アウトドア, ライフスタイル, ヘルスケア, スポーツ",【[Y]年最新】ゴルフスコアアプリおすすめランキング9選,58.20,61.40,16.00,26.06%,"1,639.33",39.33,2.40%,"10,907.33",7.66,,0.00,6.6,0,0.00%,
column,9557,https://good-apps.jp/media/column/9557,"ツール, 時計・タイマー",【無料】おすすめタイマー・ストップウォッチアプリランキング10選【[Y]年最新】,58.20,61.40,13.80,22.48%,"3,189.00",48.33,1.52%,"18,918.33",6.93,,0.00,,,0.00%,
column,5933,https://good-apps.jp/media/column/5933,"ビジネス・仕事, タスク管理",ToDo・タスク管理アプリおすすめ10選【[Y]】選び方も解説,62.40,61.20,10.40,16.99%,"2,585.00",34.33,1.33%,"24,181.33",10.33,,0.00,4,0,0.00%,
column,14812,https://good-apps.jp/media/column/14812,"ツール, イラスト・デザイン",【[Y]年最新】お絵描き・イラストアプリおすすめランキング8選,58.20,61.00,15.60,25.57%,"5,456.00",38.33,0.70%,"43,859.67",9.06,,0.00,30.6,0,0.00%,
column,5547,https://good-apps.jp/media/column/5547,"電子マネー・決済, ファイナンス・マネー",おすすめスマホ電子マネーアプリランキング[Y]年【比較表つき】,59.00,61.00,4.40,7.21%,"1,279.00",31.00,2.42%,"24,274.67",19.75,,0.00,7.4,0,0.00%,
column,15634,https://good-apps.jp/media/column/15634,"名刺管理, ビジネス・仕事",【無料】名刺作成アプリおすすめランキング5選｜自分でデザイン,58.20,61.00,25.00,40.98%,"4,101.33",32.67,0.80%,"32,122.00",8.86,,0.00,40.8,0,0.00%,
column,5814,https://good-apps.jp/media/column/5814,"ラジオ, エンターテインメント",【[Y]年最新】ラジオアプリおすすめランキング,57.20,60.40,12.60,20.86%,"4,984.33",40.00,0.80%,"33,319.00",7.69,,0.00,,,0.00%,
column,21901,https://good-apps.jp/media/column/21901,"英語学習, 勉強",【[Y]】英語辞書アプリおすすめ人気ランキング5選,56.60,58.80,13.00,22.11%,"3,297.67",37.33,1.13%,"19,747.33",6.98,,0.00,20.4,0,0.00%,
column,19109,https://good-apps.jp/media/column/19109,"カメラ, 写真・動画",【[Y]】写真をイラストにするアプリおすすめ人気ランキング6選,56.40,58.60,18.00,30.72%,"4,584.33",34.33,0.75%,"34,452.67",8.51,532.00,9.08,34.4,5,27.78%,
column,19959,https://good-apps.jp/media/column/19959,"ツール, スマホ活用",【[Y]】Apple Watchアプリおすすめ人気ランキング,58.20,58.20,1.20,2.06%,"3,613.00",38.00,1.05%,"22,455.00",7.22,,0.00,6.2,0,0.00%,
column,19088,https://good-apps.jp/media/column/19088,"通話, 通信・SNS",通話録音アプリのおすすめ人気ランキング！高音質で安心通話,50.20,57.00,29.20,51.23%,"3,626.67",35.67,0.98%,"26,441.67",8.32,,0.00,43.4,0,0.00%,
column,24089,https://good-apps.jp/media/column/24089,"アウトドア, ライフスタイル",【夜空にかざすだけ！】無料の星座アプリおすすめ一覧｜[Y]年,52.00,55.80,12.80,22.94%,"3,974.67",31.67,0.80%,"20,070.00",6.19,,0.00,25.2,0,0.00%,
column,19998,https://good-apps.jp/media/column/19998,"ライフスタイル, 防災",【[Y]年】監視カメラアプリおすすめランキング3選【無料・比較】,52.80,55.60,18.80,33.81%,"2,974.00",36.33,1.22%,"16,594.00",6.60,,0.00,29,0,0.00%,
column,5771,https://good-apps.jp/media/column/5771,"カーナビ, 地図・ナビゲーション",カーナビアプリおすすめ人気10選｜無料＆オフラインも｜[Y]年,53.40,55.40,5.80,10.47%,"2,667.67",33.33,1.25%,"23,150.00",9.67,252.00,4.55,5.6,0.4,6.90%,
column,23484,https://good-apps.jp/media/column/23484,"ポイ活, ファイナンス・マネー",ゲームでポイ活できる！初心者にもおすすめアプリ人気ランキング,46.40,54.60,5.80,10.62%,"2,774.00",36.00,1.30%,"21,524.67",8.76,200.00,3.66,14.8,0.2,3.45%,
column,8040,https://good-apps.jp/media/column/8040,"エンターテインメント, 動画配信サービス",【[Y]年】アニメ動画サブスクおすすめアプリ17選｜比較｜無料,49.20,54.40,11.80,21.69%,"3,385.67",38.67,1.14%,"21,964.33",7.48,,0.00,,,0.00%,
column,5187,https://good-apps.jp/media/column/5187,"乗り換え案内, 地図・ナビゲーション",【[Y]】乗り換え案内アプリおすすめランキング【無料・人気】,50.40,54.40,9.80,18.01%,"5,205.67",35.00,0.67%,"67,401.00",13.79,,0.00,13.6,0,0.00%,
column,476,https://good-apps.jp/media/column/476,"ライフスタイル, スキルアップ, 勉強, 勉強サポート",完全無料！iPadでできる初心者向けタイピング練習アプリ５選！,51.20,53.40,2.40,4.49%,897.33,46.67,5.20%,"8,067.67",10.12,,0.00,,,0.00%,
column,18766,https://good-apps.jp/media/column/18766,"カメラ, 写真・動画",【フィルムカメラ風】スマホで簡単にレトロな写真を再現！Z世代必見のアプリ5選！,51.20,53.20,10.40,19.55%,"2,057.00",42.00,2.04%,"13,285.00",7.48,,0.00,27.4,0,0.00%,
column,11502,https://good-apps.jp/media/column/11502,"ダイエット, 健康管理, 筋トレ, ヘルスケア",[Y]｜フィットネスアプリおすすめランキング12選｜無料＆人気,49.20,53.00,13.00,24.53%,"2,087.67",27.33,1.31%,"14,469.33",7.91,,0.00,3.2,0,0.00%,
column,24823,https://good-apps.jp/media/column/24823,"ゲーム, オンラインゲーム, パズルゲーム, カジュアルゲーム",【無料】サクッと楽しめる！おすすめ暇つぶしゲームアプリ,45.40,53.00,14.60,27.55%,"3,268.33",75.00,2.29%,"29,971.33",10.40,,0.00,36.2,0,0.00%,
column,5660,https://good-apps.jp/media/column/5660,"目覚まし・アラーム, ライフスタイル",【無料】快適に起床！目覚まし・アラームアプリおすすめランキング,49.60,52.60,11.80,22.43%,"4,799.33",36.00,0.75%,"26,164.00",6.46,,0.00,4.8,0,0.00%,
column,6030,https://good-apps.jp/media/column/6030,"航空券, 交通・移動",【国内/海外】おすすめの航空券予約サイト・アプリ比較！最安値の飛行機を見つけるコツ,48.40,51.40,16.80,32.68%,"3,799.67",37.00,0.97%,"80,473.00",21.75,"3,800.00",73.93,34.8,7,41.67%,
column,11815,https://good-apps.jp/media/column/11815,"写真編集／加工, 写真・動画",決定版｜女性化（女装）・男性化（男装）性転換アプリおすすめ8選,46.80,51.20,12.00,23.44%,"1,514.33",36.33,2.40%,"11,445.67",8.57,,0.00,9.6,0,0.00%,
column,5298,https://good-apps.jp/media/column/5298,"ゲーム, カードゲーム",【[Y]年】無料で楽しめる！人気のソリティアアプリおすすめランキング,36.80,51.00,11.80,23.14%,"5,144.33",29.00,0.56%,"31,603.67",7.15,,0.00,22.4,0,0.00%,
column,8946,https://good-apps.jp/media/column/8946,"ライフスタイル, 料理",【[Y]】献立アプリおすすめランキング14選｜無料｜毎日ラクに,40.00,50.80,14.40,28.35%,"4,245.67",21.00,0.49%,"28,608.00",7.74,640.00,12.60,12.6,0.2,1.39%,
column,9903,https://good-apps.jp/media/column/9903,"ゲーム, パーティーゲーム",【[Y]年】無料ルーレットアプリおすすめランキング10選,47.60,50.80,6.00,11.81%,"4,454.67",41.00,0.92%,"32,474.33",8.36,,0.00,,,0.00%,
column,8680,https://good-apps.jp/media/column/8680,"ツール, イラスト・デザイン",【[Y]年最新】ロゴ作成アプリおすすめランキング10選,48.40,49.80,15.40,30.92%,"3,860.67",36.00,0.93%,"41,167.67",11.67,,0.00,,,0.00%,
